,text,pre_annotation,all,agreement %
d_1325,"Si estas tranquila, todo va a salir bien","['razonamiento emocional', 'adivinación']",['razonamiento emocional'],50.0
t_268,Tengo que arreglar las ruedas de mi coche,[],[],0.0
a_275,"Aunque no me gusten ciertas cosas de mi, puedo acpetarme",[],[],0.0
a_1101,Actualmente gran parte de la población que tiene Covid no acaba ingresada en la uci.,[],[],0.0
a_1477,No podía imaginar que mi perro mordería a la vecina,[],[],0.0
a_751,Puedo no estar de acuerdo con alguien y ser aceptada por esa persona,[],[],0.0
d_1256,"Mis vacaciones de semana santa han sido para olvidar, pues el segundo día perdí la cartera.",['abstracción selectiva'],['abstracción selectiva'],100.0
d_964,Mejor no me saco el carné de conducir porque seguro que tengo un accidente,['adivinación'],['adivinación'],100.0
a_1394,"Seguro que te ha dicho eso porque quiere cuidar de la familia, nada indica que piense otra cosa",[],[],0.0
d_1096,"Ultimamente no me apetece salir, al final me voy a quedar sin amigos, es horroroso",['catastrofismo'],"['razonamiento emocional', 'catastrofismo']",100.0
a_1521,"El reclutamiento no depende exclusivamente de mi, interfieren muchos otros factoresc omo si la gente quiere participar o no...",[],[],0.0
d_520,Debería ganar más dinero,['imperativos'],['imperativos'],100.0
a_772,"El ejercicio es saludable en su justa medida, hacer demasiado también puede ser perjudicial ",[],[],0.0
a_1020,Puede que haya cosas que se me hagan dificiles de sobrellevar. Però puedeo intentarlo. ,[],[],0.0
a_234,No tengo pruebas que demuestren que nunca podré ser buen padre,[],[],0.0
a_825,Como mujer tengo también derecho a cuidar de mí aunque eso implique dejar de cuidar al otro,[],[],0.0
a_1491,Por mucho que compruebe un número específico de veces el gas no evitaré una posible explosión,[],[],0.0
a_737,Me iria bien hacer un horario para desconectar aun que no haya terminado mis tareas,[],[],0.0
t_389,Ver a mi equipo de fútbol supuso no asistir a otro plan que también me apetecía. ,[],[],0.0
a_1044,me puedo poner a buscar trabajo y así en septiembre no tendré problemas,[],[],0.0
d_869,sé que no pasaré las pruebas,['adivinación'],['adivinación'],100.0
a_298,"Fallar es humano, no podemos hacerlo todo siempre bien",[],[],0.0
t_429,Me siento cansada ,[],[],0.0
d_1490,Para que mi hermano se cure debo santiguarme al menos cinco veces al día,['personalización'],['imperativos'],0.0
d_851,O pasan de mi o solo se acercan para fastidiarme,['pensamiento absolutista'],['pensamiento absolutista'],100.0
a_796,Algunas cosas se pueden controlar y otras no,[],[],0.0
d_1495,"Me he quedado tirado con el coche en medio de la carretera, debí haberlo llebado al mecanico a por una revisión",['personalización'],[],0.0
a_501,"A veces siento que digo tonterías, aunque quizás solo lo son para mí",[],[],0.0
d_665,soy una persona gris,['etiquetado'],['etiquetado'],100.0
a_745,Mi felicidad no depende sólo de que una persona me quiera,[],[],0.0
a_1150,"Me ha fastidiado en ese momento, pero no todo el día.",[],[],0.0
a_658,En el trabajo/estudios/relaciones me gustaría mejorar,[],[],0.0
a_1106,"Es mejor si intento tranquilizarme y ver las cosas con más perspectiva, segramente habrá algo que hacer",[],[],0.0
a_438,No sé lo que piensa el cartero de mí; apenas trato con él.,[],[],0.0
a_1458,Desconozco el motivo de porque ha dicho eso,[],[],0.0
a_1030,"Si me deja mi mujer, lo pasaré mal, pero con ayuda de la familia, amigos y profesionales si hiciese falta, lo superaré",[],[],0.0
a_263,Me puedo sentir incomprendido a veces,[],[],0.0
d_241,Mis amigos siempre me tratan mal,['sobregeneralización'],['sobregeneralización'],100.0
d_305,Todos los hombres son iguales,['sobregeneralización'],['sobregeneralización'],100.0
a_246,Fracasar en ciertas ocasiones no te convierte en un fracasado,[],[],0.0
a_676,Me preocupa el dinero e intento no malgastarlo en cosas de poca utilidad,[],[],0.0
d_773,O tengo muchos amigos o no soy nadie,['pensamiento absolutista'],['pensamiento absolutista'],100.0
a_556,"No me siento del todo bien cuando se preocupan por mi, aunque aceptar que eso significa que les importo puede ser bueno",[],[],0.0
d_1242,"Aunque la comida estaba buena, los gritos de la mesa de al lado terminaron por fastidiarme el día. ",['abstracción selectiva'],['abstracción selectiva'],100.0
d_1200,En el grupo han dicho seis cosas buenas de mí pero también una negativa. He pasado muchísima vergüenza,['abstracción selectiva'],['abstracción selectiva'],100.0
t_333,Sería una noticia muy dura que me diagnostiquen un cáncer,[],[],0.0
t_232,Sé con certeza que voy a esforzarme para lograrlo.,[],[],0.0
t_228,Sé que soy alérgico a muchos alimentos,[],[],0.0
t_414,He logrado llegar puntual y eso me alivia.,[],[],0.0
d_1368,Hasta que no me sienta traquilo no voy a presentarme al examen de conducir. Sería un error.,['razonamiento emocional'],['razonamiento emocional'],100.0
a_982,No puedo sber que pasará antes de chutar.,[],[],0.0
t_372,Mi madre está jugando conmigo y con mi hermana. Creo que se lo está pasando bien,[],[],0.0
a_1092,He intentado muchas cosas y aún no he encontrado la solución a mi problema.,[],[],0.0
a_733,Me gustaria tener más facilidad para hablar con la gente y así relacionarme más.,[],[],0.0
a_562,"Me inquieto cuando mi pareja no me respode rápido a los whatsapps, pero es normal que tarde si está ocupado haciendo otras cosas",[],[],0.0
a_963,Tengo que probarlo para saber como me va a salir,[],[],0.0
d_835,Si no consigo todo lo que me propongo no merezco la pena,['pensamiento absolutista'],['pensamiento absolutista'],100.0
d_463,"No me ha saludado hoy, está enfadado conmigo",['leer la mente'],['abstracción selectiva'],0.0
a_1507,Que el tren haya ido con retraso no puede ser culpa mía,[],[],0.0
d_339,Tras esta discusion ya nunca nada será como antes ,['sobregeneralización'],"['sobregeneralización', 'catastrofismo']",100.0
a_987,Tengo la sensacion que mi pareja se cansará de mi en algun momento y me dejará.,[],['adivinación'],0.0
d_497,Debo ser siempre amable,['imperativos'],['imperativos'],100.0
a_1032,"tendré que hacer un esfuerzo para volver a mi antigua normalidad, pero puedo conseguirlo",[],[],0.0
d_872,aunque quede con los amigos me sentiré solo,['adivinación'],['adivinación'],100.0
a_1294,"Siento que todos me traicionan, pero puede que no sea así. Quizás lo veo así porque me han traicionado recientemente",[],[],0.0
d_996,"sé que no voy a aprobar el examen, aunque haya estudiado mucho",['adivinación'],['adivinación'],100.0
a_332,"A veces tenemos la sensación de que estamos atrapados, podemos bucar alternativas o ver que hemos hecho en situaiones parecidas. ",[],[],0.0
a_1013,"No me gusta, pero tengo márgen de maniobra, puedo hacer cosas",[],[],0.0
d_1063,ha sido tan increíblemente malo que nunca más me recuperaré,['catastrofismo'],['catastrofismo'],100.0
d_638,en todo lo que hago soy un fracasado,['etiquetado'],"['etiquetado', 'sobregeneralización']",100.0
d_805,O le vigilo el móvil o me engañará con otra,['pensamiento absolutista'],['pensamiento absolutista'],100.0
a_548,Si mi familia sabe como me siento será más fácil que puedan entenderme y ayudarme si lo necesito,[],[],0.0
d_674,mi marido es un insensible,['etiquetado'],['etiquetado'],100.0
d_1064,"es terrorífico, me dará un ataque de pánico seguro","['catastrofismo', 'adivinación']",['catastrofismo'],50.0
a_549,Es normal que la gente que nos quiere tenga opiniones sobre nosotros y las manifieste.,[],[],0.0
a_646,"Hay ciertos temas que no domino, aunque de otros temas sí que tengo conocimiento",[],[],0.0
a_901,"si no hago el examen seguro lo suspendo, es preferible hacerlo y tener la oportunidad de aprobarlo",[],[],0.0
d_1147,"Mi pareja sabía que era mi primer día en el trabajo y no me ha deseado suerte. Por mucho que vaya bien, sé que estaré triste todo el día.","['abstracción selectiva', 'adivinación']","['abstracción selectiva', 'adivinación']",100.0
a_1471,Que mi hijo se haya caído no es mi culpa,[],[],0.0
d_457,Sé que piensan mal de mi,['leer la mente'],['leer la mente'],100.0
d_1145,Ver a mi equipo de futbol perder hizo que la cena con mis amigos fuese un calvario.,['abstracción selectiva'],['abstracción selectiva'],100.0
d_704,Él es un sinvergüenza,['etiquetado'],['etiquetado'],100.0
d_633,soy espantoso,['etiquetado'],['etiquetado'],100.0
t_445,Si me da ansiedad al estar entre tantas personas es porque no consigo relajarme,[],['razonamiento emocional'],0.0
d_844,Sino consigo el nuevo empleo es que soy malo en mi profesión ,"['pensamiento absolutista', 'etiquetado']",['pensamiento absolutista'],50.0
d_1163,"Pese a que recibí aplausos por mi exposición, me siento incompetente por haber tartamudeado a momentos.",['abstracción selectiva'],['abstracción selectiva'],100.0
d_915,por mucho que estudie sé que no servirá de nada,['adivinación'],['adivinación'],100.0
t_395,Se me ha acabado el café. Hoy iré a comprar más ,[],[],0.0
a_1051,"suelo ser bastante pesimista, luego normalmente no es tan malo como me había imaginado",[],[],0.0
d_1327,"Si siento que me fallas, será que no eres de fiar","['razonamiento emocional', 'adivinación']",['razonamiento emocional'],50.0
d_1369,Si no le gusto a los demás no podré ser feliz,['razonamiento emocional'],['pensamiento absolutista'],0.0
d_1090,sera insufrible la consequencia de no haber ido ,['catastrofismo'],"['catastrofismo', 'adivinación']",100.0
d_975,Haga lo que haga no puede funcionar el negocio,['adivinación'],"['adivinación', 'catastrofismo']",100.0
a_1042,"Aunque me pueda salir mal, lo habré intentado y me servirá para (cosas similares) en el futuro. ",[],[],0.0
d_1350,Si no puedo perdonarte será que no lo mereces,['razonamiento emocional'],['razonamiento emocional'],100.0
a_254,"Aunque sienta que hay gente que no me valora, seguro que hay alguien que si",[],[],0.0
a_1149,"Si mi padre me elogia, quizás no le decepciono tanto como hijo",[],[],0.0
d_312,Nuna tendré amigos,"['sobregeneralización', 'adivinación']",['sobregeneralización'],50.0
a_260,Si me esfuerzo puedo conseguir muchas cosas,[],[],0.0
d_1305,"Siento que no me merezco el premio, por lo que habrá alguien mejor que yo",['razonamiento emocional'],['razonamiento emocional'],100.0
d_242,Nunca llegaré a ser bueno en nada ,"['sobregeneralización', 'catastrofismo', 'adivinación']","['sobregeneralización', 'catastrofismo']",66.66666666666666
a_1255,"A pesar de que se haya cancelado la cena familiar, lo cierto es que sí pude disfrutar de otros momentos de las navidades. ",[],[],0.0
d_1295,"No puede ser que esté tan nerviosa sin razón, eso es que algo malo va a pasar","['razonamiento emocional', 'adivinación']",['razonamiento emocional'],50.0
d_1008,A mi mujer le espera una fatalidad,['catastrofismo'],"['adivinación', 'catastrofismo']",100.0
a_875,"si lo intento podría ir bien, puedo darme esa oportunidad",[],[],0.0
a_841,"El esfuerzo en si es impotante para mi mismo, no para la nota en si",[],[],0.0
d_1016,"Las lluvias seguro que serán dantescas, destrozarán toda la cosecha, será mi ruina",['catastrofismo'],"['catastrofismo', 'adivinación']",100.0
a_307,"A veces puedo sentir que me miran mal, pero no es así siempre",[],[],0.0
d_1199,"En todos los partidos anteriores he marcado gol; en este, no. No valgo para el hockey","['abstracción selectiva', 'etiquetado']",['abstracción selectiva'],50.0
a_1109,"A veces me pasan cosa malas como a todo el mundo, pero cuando me pasan a mi me afecta más",[],['razonamiento emocional'],0.0
d_499,Debo evitar que se den cuenta de que estoy nerviosa,['imperativos'],['imperativos'],100.0
d_748,Si no sé qué hacer pensarán que soy un ignorante,['pensamiento absolutista'],['pensamiento absolutista'],100.0
a_402,"Creo que mis amigos lo piensan, pero no lo sé con seguridad.",[],[],0.0
a_688,"Según lo que hablemos, mi amigo se muestra muy orgulloso de sí mismo",[],[],0.0
d_1201,Hoy es la graduación y no voy a poder estrenar un traje nuevo. Sé que no conseguiré disfrutar de la fiesta.,"['abstracción selectiva', 'adivinación']","['abstracción selectiva', 'adivinación']",100.0
a_1087,No podemos saber lo que pasará. mejor esperemos a los resultados,[],[],0.0
d_1056,fue tan horroroso que quise morirme,['catastrofismo'],['catastrofismo'],100.0
d_983,Se que mis compañeros de trabajo me estan evitando porque les parezco un pesado,"['adivinación', 'leer la mente', 'etiquetado']",['leer la mente'],33.33333333333333
a_431,No puedo saber qué quiere hacer conmigo mi jefe; tengo hipótesis pero no sé si son ciertas.,[],[],0.0
a_1010,Ultimamente me da la sensacion de que todo lo que me pasa es malo,[],['razonamiento emocional'],0.0
t_239,¡Piensa que no podemos llegar tarde mañana!,[],[],0.0
d_839,Si no me avisan en todas las quedadas que hacen es que no les importo nada,['pensamiento absolutista'],"['sobregeneralización', 'abstracción selectiva', 'catastrofismo']",0.0
d_721,"Soy demasiado lenta, nunca seré la mejor",['etiquetado'],"['etiquetado', 'sobregeneralización']",100.0
d_610,Mi hermana es una egoista,['etiquetado'],['etiquetado'],100.0
d_1044,"En septiembre se me acaba el contrato y me quedaré sin trabajo, es lo pero que me puede pasar",['catastrofismo'],['catastrofismo'],100.0
d_979,Estoy seguro que aunque me prepare muy bien la exposición me voy a equivocar en algun punto,['adivinación'],['adivinación'],100.0
a_674,A veces siento que mi marido no es tan sensible con mis preocupaciones como a mi me gustaría,[],[],0.0
d_1227,"Mi padre me dijo que me dejará el coche, pero insiste en que tenga cuidado. Seguro que no se fía de mi.  ","['abstracción selectiva', 'leer la mente']",['abstracción selectiva'],50.0
a_1235,Que no pueda cenar conmigo puede ser debido a otros motivos ajenos a mí.,[],[],0.0
a_989,Puedo repasar todo lo que necesito y así estoy más segura de lo que estoy haciendo.,[],[],0.0
t_449,"Me da miedo ir sola por la calle, mi madre siempre me dice que es peligroso",[],[],0.0
d_1431,"Hay un mal clima en casa, seguro que ya he hecho algo mal",['personalización'],['personalización'],100.0
d_1069,"sé que me saldrá mal, fatal",['catastrofismo'],['catastrofismo'],100.0
t_209,Nunca he viajado a Africa,[],[],0.0
d_1077,"la discusión será tremenda, horrorosa, no lo podré soportar",['catastrofismo'],['catastrofismo'],100.0
d_292,Siempre me tratan con injusticia ,['sobregeneralización'],['sobregeneralización'],100.0
d_1381,"Si no estás tan preocupado como yo, es que no te importa como a mí",['razonamiento emocional'],['razonamiento emocional'],100.0
d_408,Estoy seguro de que mi profesor de música no confía en mi talento.,['leer la mente'],['leer la mente'],100.0
d_1503,"Mientras estaba comiendo se me ha caído la bebida encima, soy un desastre","['personalización', 'abstracción selectiva', 'etiquetado']","['abstracción selectiva', 'etiquetado']",66.66666666666666
a_498,Me gustaría tenerme más en cuenta y cuidarme más,[],[],0.0
a_461,Puede que me miren simplemente para saber que estoy haciendo,[],[],0.0
a_1283,"Siento que tengo una enfermedad grave, pero tendría que hacer caso a los resultados de las pruebas médicas, que dicen que todo está bien",[],[],0.0
t_347,"He tenido un error grave, me lo tendrán en cuenta",[],[],0.0
a_569,"A pesar de sentirme más segura cuando estoy en casa, salir a la calle me puede sentar bien",[],[],0.0
d_263,Nadie me entiende,['sobregeneralización'],['sobregeneralización'],100.0
a_595,"Podria intentar reducir las cosas pendeintes por hacer, pero es normal tener algunas cosas por hacer",[],[],0.0
d_708,Mi madre es pesada,['etiquetado'],['etiquetado'],100.0
a_1398,Si tu novia ha finalizado la relación puede haber sido por muchos motivos,[],[],0.0
d_274,Siempre tengo que hacer las cosas bien,"['sobregeneralización', 'imperativos']",['imperativos'],50.0
d_634,mis amigos son malas personas,['etiquetado'],['etiquetado'],100.0
a_1123,"Calma, no puedo saber lo que va a pasar. Voy bien preparada.",[],[],0.0
d_622,él siempre es un egoísta,['etiquetado'],"['sobregeneralización', 'etiquetado']",100.0
a_992,Intentaré el lunes esforzarme para poder levantarme de la cama a la hora que toca.,[],[],0.0
d_428,"Mis compañeros piensan que soy feo, lo noto en sus caras",['leer la mente'],['leer la mente'],100.0
d_1019,"He pillado a mi hijo fumando un porro. Es horroroso, acabará siendo un despojo humano. ","['catastrofismo', 'adivinación']","['abstracción selectiva', 'catastrofismo']",50.0
a_1393,Puede ser que el ordenador haya fallado por otro factor que no seas tu,[],[],0.0
a_1071,"Puede que no me salga tan bien como yo querría, pero estará bien en líneas generales, seguro",[],[],0.0
a_920,si me ayudan es más fácil que consiga lo que me propongo,[],[],0.0
d_1036,"Los resultados de la analítica saldrán malo seguro, una enfermedad grave, no podré tolerarlo","['catastrofismo', 'adivinación']","['adivinación', 'catastrofismo']",100.0
d_294,Nadie me escucha,['sobregeneralización'],['sobregeneralización'],100.0
d_245,Siempre estaré así de mal,['sobregeneralización'],['sobregeneralización'],100.0
a_924,al quedar con mis amigos puedo pasarlo bien y eso podría mejorar mi situación ,[],[],0.0
a_230,"Siempre habrá momentos en que la gente no me comprenda, pero en muchos otros si me entienden",[],[],0.0
a_1369,"No es buena idea que mi felicidad dependa de si le gusto o no a los demás, porque facilmente puede afectarse. Sería mejor que dependiera de mí",[],[],0.0
t_327,Después de esto las cosas serán más difíciles,[],[],0.0
a_1425,Si mi hijo ha suspendido no tiene porque ser mi culpa,[],[],0.0
t_358,Mi pareja aprecia el arte y me señaló varios cuadros durante la visita. ,[],[],0.0
a_1370,Aunque esté triste durante mucho tiempo puedo volver a estar bien. Los estados de ánimo son cambiantes,[],[],0.0
d_668,soy un quejica,['etiquetado'],['etiquetado'],100.0
a_1395,"Sentirnos observados a veces es normal, eso no indica que nos esten juzgando",[],[],0.0
d_896,estoy convencido de que algo malo pasará mientras estoy fuera de casa,['adivinación'],['adivinación'],100.0
a_1188,Puede no acordarse de mi apellido por muchos otros motivos,[],[],0.0
a_678,He hecho algunas cosas que no me gustan,[],[],0.0
d_371,"Por como me mira mi jefe, estoy seguro de que me va a despedir. ","['leer la mente', 'adivinación']","['abstracción selectiva', 'adivinación']",50.0
d_1203,Le expliqué una historia a mis amigos y me dí cuenta de que uno no estaba escuchándome. Debo ser aburrido.,"['abstracción selectiva', 'etiquetado']",['abstracción selectiva'],50.0
a_430,No sé lo que pasa por la mente de los demás; quizás algunos piensan que soy débil y otros no.,[],[],0.0
a_439,Puede que mi abogado piense que soy culpable.,[],[],0.0
d_1378,"Si sigo emocionandome por todo, nadie me considerará una persona fuerte",['razonamiento emocional'],"['abstracción selectiva', 'sobregeneralización']",0.0
a_918,"ya he aprobado un parcial, si continúo así probablemente pueda aprobar el curso ",[],[],0.0
d_609,Mis compañeros son malos,['etiquetado'],['etiquetado'],100.0
d_807,O le mando mensajes varias veces al día o dejará de quererme,['pensamiento absolutista'],['pensamiento absolutista'],100.0
d_939,aunque llegue a la hora sé que me harán esperar,['adivinación'],['adivinación'],100.0
a_979,Cuanto más seguro me sienta del contenido de la exposición más facil es que me salga bien,[],[],0.0
d_345,sé con seguridad que mi hermano me detesta,['leer la mente'],['leer la mente'],100.0
a_877,"mis amigos han estado a mi lado en otras ocasiones complicadas, son una fuente de apoyo",[],[],0.0
d_803,O todos los días me siento bien en el trabajo o será que a mis compañeros no les importo.,['pensamiento absolutista'],['pensamiento absolutista'],100.0
d_316,Nunca duermo nada,['sobregeneralización'],['sobregeneralización'],100.0
d_355,Se que todos piensan que a menudo les defraudo,['leer la mente'],['leer la mente'],100.0
a_1465,Si nadie ha respondido no tiene porque ser causa de que no me haya expresado bien,[],[],0.0
a_1478,No me puedo culpar porque mi primo haya recaído en las drogas,[],[],0.0
d_225,"Se me ha quemado la comida, nunca sabré hacer nada correctamente","['sobregeneralización', 'adivinación', 'abstracción selectiva']","['abstracción selectiva', 'sobregeneralización']",66.66666666666666
d_1314,No me siento querida será que tengo malos amigos,['razonamiento emocional'],['razonamiento emocional'],100.0
d_968,Estoy segura que por mucho que haga dieta me voy a seguir sintiendo mal con mi cuerpo,['adivinación'],['adivinación'],100.0
a_1073,"Ahora pienso esto, pero otras veces he estado solo y no ha pasado nada del otro  mundo. Sólo es un periodo diferente",[],[],0.0
a_1027,Es una situacion compleja pero estoy pudiendo con ello a pesar de las dificultades,[],[],0.0
d_1095,"Mi negocio no funciona, me voy a arruinar seguro, que situación tant dramática",['catastrofismo'],['catastrofismo'],100.0
d_712,mis compañeros son unos aprovechados,['etiquetado'],['etiquetado'],100.0
a_677,"mi compañero tiene una manera de hablar que parece saberlo todo, aunque no siempre es así",[],[],0.0
d_815,O le doy siempre la razón a mi marido o me dejará ,['pensamiento absolutista'],['pensamiento absolutista'],100.0
a_515,Me gustaría viajar mucho a lo largo de mi vida,[],[],0.0
a_631,A veces parece que a mi amigo le gusta alardear de sus éxitos,[],[],0.0
a_1157,"Fue molesto que se pinchara la rueda, pero lo cierto es que pude disfrutar de otros momentos de las vacaciones",[],[],0.0
d_744,O todo está perfecto o no descanso ,['pensamiento absolutista'],['pensamiento absolutista'],100.0
d_756,Si no cuido de todos no seré una buena persona,['pensamiento absolutista'],['pensamiento absolutista'],100.0
a_331,Que a veces no podamos terminar una cosa no significa que en otro momento podamos empezar y acabar otras cosas,[],[],0.0
d_324,Mis amigos nunca me entienden,['sobregeneralización'],['sobregeneralización'],100.0
a_809,Es bueno en una pareja que cada uno tenga su espacio para hacer cosas separados.,[],[],0.0
d_1159,Se me ha caído todo el azúcar en el yogurt. Hoy no será mi día. ,"['abstracción selectiva', 'adivinación']",['abstracción selectiva'],50.0
d_1290,Si me siento cansada la cena irá mal,"['razonamiento emocional', 'adivinación']",['razonamiento emocional'],50.0
d_1083,"será lo peor de mi vida, insufrible",['catastrofismo'],['catastrofismo'],100.0
d_481,Tengo que cumplir todos mis objetivos,['imperativos'],['imperativos'],100.0
a_378,No puedo estar seguro de que no quiera ser mi amigo basándome únicamente en la mirada,[],[],0.0
t_324,Es insoportable tener que hacer cola durante una hora,[],['catastrofismo'],0.0
t_431,"Hoy me siento contenta, solo falta que el examen salga bien",[],[],0.0
d_531,Debo aparentar una buena imagen ante los demás,['imperativos'],['imperativos'],100.0
a_880,No puedo saber realmente como irá hasta que no vaya,[],[],0.0
a_478,Me sentiria mejor conmigo mismo si dedicara algo de tiempo a cuidar mi imagen,[],[],0.0
d_218,todos hacen lo mismo me dejan a un lado ,['sobregeneralización'],['sobregeneralización'],100.0
d_409,Seguro que no me llama porque se ha cansado de mí,['leer la mente'],['adivinación'],0.0
d_1037,"No entregué el trabajo a tiempo.  Esto es terrible, seguro que me despiden",['catastrofismo'],['abstracción selectiva'],0.0
d_443, Todavía no me he independizado; Estoy seguro de que mi familia me considera una carga,['leer la mente'],['adivinación'],0.0
d_603,"Tengo que ser feliz, tengo todo lo que necessito y aún así me siento triste. ",['imperativos'],['imperativos'],100.0
d_1091,"nada me irá bien en la vida, que horror",['catastrofismo'],"['sobregeneralización', 'catastrofismo']",100.0
a_273,Mostrar debilidades no es algo negativo,[],[],0.0
d_1223,Estaba contento con cómo había ido mi día hasta que perdí el autobús en la cara. Soy un desgraciado,"['abstracción selectiva', 'etiquetado']",['abstracción selectiva'],50.0
a_791,No hace falta ser la mejor en todo para ser una persona valiosa ,[],[],0.0
d_1400,"Se ha cruzado una moto delante de mi y hemos tenido un accidente, es mi culpa debería haberla visto.","['personalización', 'imperativos']",['personalización'],50.0
a_1059,"he de saber a qué me enfrento. Al principio cuesta más,  pero a largo plazo aprendes a gestionarlo",[],[],0.0
d_204,todo está mal a mi alrededor,['sobregeneralización'],['sobregeneralización'],100.0
a_936,"hay mucha gente en el mundo, quizás encuentre a alguien que encaje conmigo y quiera ser mi pareja",[],[],0.0
t_267,Tengo que perder peso según mi médico,[],[],0.0
d_1189,Mi madre me felicitó por las notas pero también me comentó que debía ser más ordenado. Seguro que no está orgullosa de mí,"['abstracción selectiva', 'leer la mente']",['abstracción selectiva'],50.0
t_425,Cada mañana me siento en el bus porque tengo 10 paradas,[],[],0.0
d_308,La gente siempre es egoísta ,['sobregeneralización'],['sobregeneralización'],100.0
d_1335,"si no estoy contenta estudiando, es porque he escogido mal la carrera",['razonamiento emocional'],['razonamiento emocional'],100.0
a_1131,Si pienso puedo recordar momentos de la noche que fueron buenos y no darle tanta importancia al unico momento negativo.,[],[],0.0
a_385,"Si no me lo ha dicho, no puedo saber lo que espera de mí o no. ",[],[],0.0
a_302,Que algo vaya mal a veces no implica que sea así siempre,[],[],0.0
d_1136,"Ayer fue mi cumpleaños y me ha felicitado todo el mundo, excepto mis abuelos. Esto hizo que estuviese triste todo el día. ",['abstracción selectiva'],['abstracción selectiva'],100.0
a_887,No hay un motivo concreto para anticipar como van a ir las vacaciones,[],[],0.0
t_351,"En 5 meses he engordado mucho, 5 kg, es algo que me disgusta, y no me gusta tanto mi apariencia ",[],[],0.0
a_1082,"puede que lleven el móvil silenciado, o que esté conduciendo. Esperaré a que me llamen",[],[],0.0
d_1141,Soy un desastre porque he perdido el bolígrafo ,"['abstracción selectiva', 'etiquetado']",['abstracción selectiva'],50.0
d_930,me sentiré mal si llamo a mi hermano,['adivinación'],['adivinación'],100.0
a_454,No sé lo que pensarán mis padres; si quiero saberlo lo mejor es que les pregunte. ,[],[],0.0
a_1191,"A pesar de la huelga, es cierto que pude disfrutar de otros momentos del viaje con los amigos",[],[],0.0
a_846,"Las oposiciones son importantes, pero en la vida hay muchas más cosas a tener en cuenta.",[],[],0.0
a_1085,"igual sale algo mal, puede ser, ¿quién no se ha equivocado alguna vez?",[],[],0.0
d_787,O tengo siempre buena cara o no querrán salir conmigo ,['pensamiento absolutista'],['pensamiento absolutista'],100.0
d_584,no debería cometer errores,['imperativos'],['imperativos'],100.0
a_359,"No lo sé ciertamente, pero pienso que no me aguantan.",[],[],0.0
a_838,Puedo tener buenos amigos y no compartir siempre las mismas opiniones,[],[],0.0
a_507,"Hay muchas cosas que puedo hacer para intentar estar bien, y las que implican algún daño para mi organismo, como consumir alcohol, no son las mas aconsejables",[],[],0.0
d_406,"Por como me habla mi primo, sé que no le caigo bien.",['leer la mente'],"['leer la mente', 'abstracción selectiva']",100.0
d_755,O hago lo que mi pareja me dice o me dejará,['pensamiento absolutista'],['pensamiento absolutista'],100.0
t_223,Siempre me ha gustado hacer snow,[],[],0.0
a_707,Hay algunas cosas que hago que desearía hacerlas mejor,[],[],0.0
d_1251,"Somos un mal equipo porque, pese a haber llegado a la final, no la hemos ganado.","['abstracción selectiva', 'etiquetado']",['abstracción selectiva'],50.0
d_798,O hago lo que dicen los demás o me rechazarán,['pensamiento absolutista'],['pensamiento absolutista'],100.0
t_289,O me hago el tonto o se darán cuenta que me lo sé y me tocará dar la siguiente clase,[],"['pensamiento absolutista', 'adivinación']",0.0
t_413,Tengo una actitud sobresaliente y no soy nada orgulloso,[],[],0.0
a_210,Puede que no les caiga bien a algunas personas y piensen mal de mi,[],[],0.0
a_1185,"Me molestó no poder bañarme en la playa, pero lo cierto es que pude pasarlo bien igual.",[],[],0.0
a_769,"Hacer bien mi trabajo implica dedicar el esfuerzo justo, no necesito esforzarme de más",[],[],0.0
d_966,He invertido poco tiempo en ello y sé que mi jefe me criticará,['adivinación'],['leer la mente'],0.0
t_361,Lo ví mirar el reloj 2 veces. Seguro que se lo ha comprado en una tienda cara ,[],['abstracción selectiva'],0.0
t_207,Nadie tiene toda la verdad,[],[],0.0
d_1374,"Hasta que no me sienta seguro de que me dira que si, no debería pedirle salir","['razonamiento emocional', 'imperativos']",['razonamiento emocional'],50.0
a_854,Algunas cosas se pueden controlar pero no todas. He organizado bien la fiesta pensando en como me gustaria que fuese.,[],[],0.0
t_254,"Debería despertar a mi hermano, llega tarde al trabajo",[],[],0.0
a_719,"A veces esta bien pensar en lo que cadauno quiere, esto no significa que no te importen los demás. ",[],[],0.0
a_797,"La tranquilidad no es permanente, lo importante es poder aceptar todas mis emociones",[],[],0.0
d_864,"Falta un mes para los examenes finales, o me pongo ya a estudiar o voy a suspender todas las assignaturas.","['pensamiento absolutista', 'catastrofismo']",['pensamiento absolutista'],50.0
a_1132,Es poco probable que piensen que soy un inutil si también lo pasaron bien ,[],[],0.0
a_1506,No merezco que no me hagan caso,[],['imperativos'],0.0
a_1293,"Que yo sienta celos, no afceta a lo que vaya ha hacer o no mi pareja",[],[],0.0
d_1270,Si siento que soy un desastre será que lo soy de verdad,"['razonamiento emocional', 'etiquetado']",['razonamiento emocional'],50.0
d_749,O como poco o seré una obesa,['pensamiento absolutista'],['pensamiento absolutista'],100.0
d_243,Nada se me da suficientemente bien ,['sobregeneralización'],['sobregeneralización'],100.0
t_402,El jefe me felicitará delante de los compañeros. Seguramente me emocionaré.,[],[],0.0
a_208,A menudo me encuentro mal,[],[],0.0
